source_project,Stage,Created Date,Primary Source,Apartment Sub Type,Apartment,Postal Code,City,First Time Buyer,1st Applicant Age,1st Applicant Gender,Industry,Occupation-1st Applicant,1st Appicant Annual Income,Annual Household Income in Lakhs
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1802,110071,Delhi,,29.0,Male,IT/ITES,Salaried,25L-30L,
Ecopolitan,5.Booking Confirmed,3/5/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-207,560038,Bangalore,,52.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1108,560064,Banglore,,34.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1508,560092,Bangalore,First Home,46.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1104,560048,Bangalore,,39.0,Male,Retail,Salaried,50L-60L,60L-80L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1109,580008,Dharwad,,38.0,Male,Others,Professional,25L-30L,
Ecopolitan,5.Booking Confirmed,17/1/2025,Digital Marketing,1BHK,ECO-BLOCK B-T2-805,201014,Ghaziabad,,26.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1408,560087,Bangalore,,43.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,15/6/2025,Direct WalkIn / Site Branding,EWS,ECO-BLOCK B-T2-810,560043,Bangalore,,36.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1304,312001,Chittorgarh,First Home,60.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1008,110088,Delhi,First Home,51.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1902,800001,Patna,First Home,58.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-909,560004,Bangalore,First Home,35.0,Male,Hospitality,Business,5L-8L,5L-8L
Ecopolitan,5.Booking Confirmed,27/10/2025,Channel Partner,EWS,ECO-BLOCK B-T2-410,625009,Madurai,,34.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1709,500090,bachpalle rangareddy,,25.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,15/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1305,563122,Kolar,,42.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,4/4/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1505,110085,AVANTIKA,,45.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Word of Mouth,3BHK+3T,ECO-BLOCK B-T2-1401,560033,Bangalore North,,57.0,Female,Others,Salaried,,10L-15L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-702,143001,Amritsar,First Home,33.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2106,560059,Banglore,,45.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-301,670663,Malikaparamba,First Home,40.0,Male,IT/ITES,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,2/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-905,562149,Bangalore,First Home,46.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-109,560109,Bangalore,First Home,40.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-1011,98109,Washington,,30.0,Female,Others,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,26/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1307,584123,Manvi,,40.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1407,,Amritsar,First Home,35.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-1911,560078,Bangalore,First Home,29.0,Male,Other,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,2/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-203,560075,Bangalore,,46.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1402,560078,Bangalore,First Home,34.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2108,560062,Bangalore,First Home,46.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-804,560003,banglore,,36.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,2/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1805,,,First Home,36.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,20/10/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-411,625009,Madurai,,34.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,11/4/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2107,695306,Triruvananthapuram,,46.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/3/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-205,812001,Bhagalpur,,65.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1203,560018,Bangalore,First Home,34.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,23/2/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1303,625006,Madurai,First Home,45.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1507,560068,Bangalore,,37.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1905,560076,Bangalore,First Home,41.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-707,560076,Bangalore,,37.0,Female,Real Estate,Professional,25L-30L,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-202,560083,Bangalore,First Home,41.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1006,560037,Bangalore,First Home,35.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,25/11/2025,Direct WalkIn / Site Branding,3BHK+3T,ECO-BLOCK B-T2-2101,560043,Bengaluru,First Home,43.0,,,SALARIED,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1204,560060,Bangalore,First Home,31.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1504,560048,Bangalore,,40.0,Female,Education,Salaried,,
Ecopolitan,5.Booking Confirmed,19/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1207,560003,banglore,,29.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2006,382424,Ahmedabad,,35.0,Female,Others,Homemaker,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-509,560010,Bengaluru,,47.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,1/3/2025,Channel Partner,EWS,ECO-BLOCK B-T2-1310,507303,Khamman,First Home,42.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-507,844502,Rajapakar,,45.0,Male,Others,Business,,
Ecopolitan,5.Booking Confirmed,2/8/2025,Provident Premier,3BHK+3T,ECO-BLOCK B-T2-1001,201012,Ghaziabad,,32.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1106,560056,Bangalore,First Home,32.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-1211,560067,Bangalore,First Home,54.0,Male,IT/ITES,Salaried,,10L-15L
Ecopolitan,5.Booking Confirmed,1/2/2025,Channel Partner,EWS,ECO-BLOCK B-T2-910,520008,Vijayawada,First Home,30.0,Female,IT/ITES,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-209,560087,Bangalore,First Home,35.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Provident Premier,3.5BHK+3T,ECO-BLOCK B-T2-1111,560100,Bangalore,First Home,46.0,Male,IT/ITES,Salaried,,10L-15L
Ecopolitan,5.Booking Confirmed,2/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-908,560062,Bangalore,,59.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-503,560013,Bangalore,First Home,33.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,1/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-403,524236,Nellore,First Home,32.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,1/2/2025,Provident Premier,EWS,ECO-BLOCK B-T2-1110,834003,Ranchi,First Home,47.0,Male,IT/ITES,Salaried,,10L-15L
Ecopolitan,5.Booking Confirmed,3/2/2025,Provident Premier,3BHK+3T,ECO-BLOCK B-T2-1901,,Bangalore,First Home,32.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1202,560048,Bangalore,First Home,43.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-904,248001,Dehradun,First Home,50.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/8/2025,Digital Marketing,EWS,ECO-BLOCK B-T2-710,560077,Bangalore,,48.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-102,560076,Bangalore,First Home,43.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1705,560035,Bangalore,First Home,28.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1007,560086,Bangalore,First Home,35.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1209,560077,Bangalore,First Home,32.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-106,560045,Banglore,,43.0,Male,,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1405,522413,Piduguralla,First Home,30.0,Male,IT/ITES,Salaried,30L-40L,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2003,500015,Hyderabad,First Home,29.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2005,576201,Udupi,First Home,41.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-704,,Bangalor,First Home,50.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-101,560048,Bangalore,,43.0,Male,IT/ITES,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-608,577003,Davanagere,,48.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1107,560061,Bangalore,First Home,31.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1404,560077,Bangalore,First Home,40.0,Female,Government,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1206,560049,Bangalore,First Home,42.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1804,HA28UA,London,First Home,23.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1302,560061,Bengaluru,,34.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1702,560092,Bangalore,,60.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1105,560039,Banglore,,39.0,Male,BPO,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-404,250002,Lakhnow,,27.0,Female,Engineering,Salaried,15L-20L,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1509,244001,Moradabad,,34.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-607,560077,Bangalore,First Home,40.0,Male,Others,Business,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-401,452016,Indore Kanadia,First Home,63.0,Male,Other,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-108,560033,Bangalore,,40.0,Male,Others,Business,,
Ecopolitan,5.Booking Confirmed,14/6/2025,Direct WalkIn / Site Branding,3.5BHK+3T,ECO-BLOCK B-T2-811,560043,Bangalore,,36.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,10/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1806,560068,Bengaluru,,39.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,27/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1807,560078,Bangalore,First Home,46.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-303,110075,Dwarka,,70.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1906,560068,Bangalore,First Home,39.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-605,671310,Kasaragod,,44.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,13/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1308,110085,Delhi,,42.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,1/2/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-1601,560068,Bangalore,,37.0,Male,IT/ITES,Salaried,,10L-15L
Ecopolitan,5.Booking Confirmed,8/2/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-901,682020,Ernakulam,First Home,29.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-402,560066,Bengaluru,,38.0,Female,IT/ITES,Professional,10L-15L,
Ecopolitan,5.Booking Confirmed,1/2/2025,Channel Partner,EWS,ECO-BLOCK B-T2-1910,560078,Bangalore,First Home,29.0,Male,Other,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,9/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1808,563101,Kolar,,27.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-906,400080,Mumbai,First Home,29.0,Female,Aviation,Salaried,,
Ecopolitan,5.Booking Confirmed,26/6/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1904,562149,Bengaluru,,43.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Direct WalkIn/Site Branding,1BHK,ECO-BLOCK B-T2-2008,560036,banglore,,48.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,13/10/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-511,560091,Bangalore,,48.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-502,491001,Durg,,40.0,Male,IT/ITES,Professional,40L-50L,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1502,560102,Bangalore,First Home,48.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,1/2/2025,Channel Partner,EWS,ECO-BLOCK B-T2-1810,560077,Bangalore,First Home,33.0,Female,Others,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1406,560066,Banglore,,37.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Digital Marketing,3.5BHK+3T,ECO-BLOCK B-T2-1511,575015,Mangalore,,58.0,Male,Others,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1809,500090,Bachpalle,First Home,29.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1708,560016,Bangalore,First Home,48.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2007,560068,Bangalore,,39.0,Female,Education,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-803,841226,Siwan,First Home,53.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,6/3/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-1501,400081,Mumbai,,43.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-408,560048,Bangalore,,38.0,Male,Retail,Salaried,50L-60L,60L-80L
Ecopolitan,5.Booking Confirmed,18/1/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1208,515581,Satya sai,,34.0,Male,Banking,Salaried,,
Ecopolitan,5.Booking Confirmed,1/3/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-1311,507303,Khamman,First Home,42.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,19/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-806,600080,Chennai,First Home,31.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,3/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1803,682021,Kochi,,29.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-606,562114,Bangalore,First Home,37.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-308,201001,Ghaziabad,First Home,26.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-705,190019,Srinagar,First Home,43.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1409,562125,Banglore,,34.0,Female,IT/ITES,Homemaker,,
Ecopolitan,5.Booking Confirmed,30/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-107,560049,Bengaluru,,36.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-708,560087,Bangalore,First Home,33.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2009,560010,Bangalore,,46.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,20/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1503,,Bangalore,First Home,42.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-405,533107,Hukumpeta,,35.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1003,560038,Bangalore,First Home,37.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1309,560091,Bengaluru,First Home,43.0,Male,Retail,Business,<5 lacs,<5 lacs
Ecopolitan,5.Booking Confirmed,18/4/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-2105,400093,Chakala Midc,,30.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-911,520008,Vijayawada,First Home,30.0,Male,IT/ITES,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1609,560035,Bengalore,First Home,37.0,Female,Hospitality,Business,15L-20L,10L-15L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-406,560043,Bangalore,First Home,43.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Channel Partner,3.5BHK+3T,ECO-BLOCK B-T2-1611,560068,Bangalore,First Home,47.0,Male,IT/ITES,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,17/1/2025,Provident Premier,1BHK,ECO-BLOCK B-T2-1604,581304,Uttar Kannada,First Home,47.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Direct WalkIn/Site Branding,1BHK,ECO-BLOCK B-T2-1506,562149,Bangalore,First Home,39.0,Female,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-206,560060,Bengaluru,First Home,47.0,Male,IT/ITES,Salaried,50L-60L,
Ecopolitan,5.Booking Confirmed,27/3/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-208,145001,Pathankot,,51.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,14/7/2025,Provident Premier,EWS,ECO-BLOCK B-T2-2110,802212,Rohtas,,26.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-305,585402,Bidar,First Home,27.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,18/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1608,560066,Bengaluru,First Home,29.0,Female,IT/ITES,Professional,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-809,572102,Bangalore,First Home,36.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1009,560068,Bangalore,First Home,41.0,Female,Education,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-504,143001,Amritsar,,37.0,Male,IT/ITES,Salaried,,
Ecopolitan,5.Booking Confirmed,21/1/2025,Purva Champion,1BHK,ECO-BLOCK B-T2-506,560078,Bangalore,,48.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1909,563115,Kolar,First Home,40.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,9/2/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-508,563101,Kolar,,64.0,Male,Others,Retired,,
Ecopolitan,5.Booking Confirmed,13/10/2025,Channel Partner,EWS,ECO-BLOCK B-T2-510,560091,Bangalore,,48.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1706,207001,Etha,,26.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-603,560045,Bangalore,First Home,31.0,Female,Others,Homemaker,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-709,560032,Bangalore,First Home,63.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,30/1/2025,Digital Marketing,3BHK+3T,ECO-BLOCK B-T2-801,560029,Bangalore,,33.0,Male,Others,Salaried,,10L-15L
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1005,560083,Bengaluru,First Home,32.0,Male,IT/ITES,Salaried,40L-50L,
Ecopolitan,5.Booking Confirmed,1/2/2025,Channel Partner,EWS,ECO-BLOCK B-T2-1010,98109,Washington,First Home,30.0,Female,Others,Salaried,,20L-25L
Ecopolitan,5.Booking Confirmed,19/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1004,560033,Bangalore,First Home,41.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,15/7/2025,Channel Partner,3BHK+3T,ECO-BLOCK B-T2-2001,505001,Karimnagar,,35.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1103,560003,Bangalore,First Home,43.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1607,500090,Hyderabad,First Home,41.0,Male,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-1403,560062,Bangalore,First Home,28.0,Female,Others,Salaried,,
Ecopolitan,5.Booking Confirmed,17/1/2025,Channel Partner,1BHK,ECO-BLOCK B-T2-2102,560079,Bangalore,First Home,28.0,Male,IT/ITES,Salaried,,
